"ID";"ENSEIGNE";"NUMERO ET LIBELLE DE VOIE";"COMPLEMENT";"CODE POSTAL";"COMMUNE"
360;"Les A Colonnes";"4 place crommelin";;"02100";"SAINT-QUENTIN"
361;"Le Diabolo";"91 rue raspail";;"02100";"SAINT-QUENTIN"
362;"Le Chiquito";"71 rue quentin barre";;"02100";"SAINT-QUENTIN"
363;"Tabac";"62 rue kennedy";;"02100";"SAINT-QUENTIN"
364;"Le Royal Club";"58 rue georges pompidou";;"02100";"SAINT-QUENTIN"
365;"Le Liberty";"58 bd henri martin";;"02100";"SAINT-QUENTIN"
366;"Tabac Le Carre D'as";"2 rue croix belle porte";;"02100";"SAINT-QUENTIN"
367;"Bar Du Palais";"29 rue victor basch";;"02100";"SAINT-QUENTIN"
368;"Le Havane";"22 avenue faidherbe";;"02100";"SAINT-QUENTIN"
369;"Tabac";"98 bd richelieu";;"02100";"SAINT-QUENTIN"
370;"Tabac";"190 rue de fayet";;"02100";"SAINT-QUENTIN"
371;"Tabac";"1 rue de vermand";;"02100";"SAINT-QUENTIN"
372;"Tabac";"28 rue de la chaussee romaine";;"02100";"SAINT-QUENTIN"
373;"Tabac Le Cyrano";"147 rue de paris";;"02100";"SAINT-QUENTIN"
374;"Tabac";"7 place du general foy";;"02100";"SAINT-QUENTIN"
375;"Tabac";"4 place du huit octobre";;"02100";"SAINT-QUENTIN"
376;"Tabac";"135 rue du general leclerc";;"02100";"SAINT-QUENTIN"
377;"Le Mardane";"37 rue de guise";;"02100";"SAINT-QUENTIN"
378;"Le 37";"37 bd cordier";;"02100";"SAINT-QUENTIN"
379;"Tabac Aux Bons Enfants";"1 rue des canonniers";;"02100";"SAINT-QUENTIN"
380;"La Civette";"118 rue d isle";;"02100";"SAINT-QUENTIN"
381;"Le Sunrise";"2 rue voltaire";;"02100";"SAINT-QUENTIN"
382;"Le Jubile";"13 rue de paris";;"02100";"SAINT-QUENTIN"
383;"Tabac Le Cortes";"37 rue dachery";;"02100";"SAINT-QUENTIN"
384;"La Patte D'oie";"31 rue de la fere";;"02100";"SAINT-QUENTIN"
385;"Tabac";"4 place de la mairie";;"02200";"SEPTMONTS"
386;"Tabac Cafe Des Sports";"15 rue henri poizot";;"02790";"SERAUCOURT-LE-GRAND"
387;"La Chaumiere";"48 rue arthur lacroix";;"02300";"SINCENY"
388;"Tabac";"46 rue de la republique";;"02300";"SINCENY"
389;"Cafe De La Gare";"2 rue de belleu";;"02200";"SOISSONS"
390;"Tabac";"16 rue du commerce";;"02200";"SOISSONS"
391;"Tabac";"34 avenue de reims";;"02200";"SOISSONS"
392;"Le Yellow";"6 grande place";;"02200";"SOISSONS"
393;"Le Saint Brice";"3 rue saint martin";;"02200";"SOISSONS"
394;"Tabac";"17 rue saint-christophe";;"02200";"SOISSONS"
395;"Le Longchamp";"53 rue saint-martin";;"02200";"SOISSONS"
396;"Tabac Les Marronniers";"1 avenue voltaire";;"02200";"SOISSONS"
397;"Tabac Le Faubourg Crise";"24 avenue de chateau thierry";;"02200";"SOISSONS"
398;"--";"39 rue porte de crouy";;"02200";"SOISSONS"
399;"La Marine";"2 rue de saint-quentin";;"02200";"SOISSONS"
400;"Le Malboro";"4 rue pierre semard";;"02700";"TERGNIER"
401;"La Française";"76 avenue jean moulin";;"02700";"TERGNIER"
402;"Tabac Les Tournesols";"2 route de saint-quentin";;"02800";"TRAVECY"
403;"Tabac";"26 route des rois";;"02000";"URCEL"
404;"Cafe De La Place";"4 place du gal de gaulle";;"02110";"VAUX-ANDIGNY"
405;"Cafe Des Pecheurs";"70 rue de l aisne";;"02200";"VENIZEL"
406;"Tabac";"2 avenue paul doumer";;"02140";"VERVINS"
407;"Tabac";"2 place du general de gaulle";;"02140";"VERVINS"
408;"Cafe De La Gare";"1 place de la gare";;"02210";"VICHEL-NANTEUIL"
409;"Tabac";"13 rue principale";;"02540";"VIFFORT"
410;"Le Longchamp";"9 place du docteur moufflier";;"02600";"VILLERS-COTTERETS"
411;"Tabac Le Rallye";"67 rue alexandre dumas";;"02600";"VILLERS-COTTERETS"
412;"La Francaise";"4 rue de l hotel de ville";;"02600";"VILLERS-COTTERETS"
413;"Le Cafe Des Sports";"18 avenue d ile de france";;"02870";"VIVAISE"
414;"Aux Quatre G";"108 rue de grasse";"Aux Quatre G Vouël";"02700";"TERGNIER"
415;"Tabac";"gare";;"02300";"CHAUNY"
416;"Tabac";"gare";;"02000";"LAON"
417;"Kiosque Presse";"place andre bodez ";;"02100";"SAINT-QUENTIN"
418;"Tabac";"gare";;"02200";"SOISSONS"
419;"Tabac";"gare";;"02700";"TERGNIER"
420;"Tabac Le Millery";"2 rue des fosses";;"02290";"AMBLENY"
421;"Tabac";"41 rue de la republique";;"02700";"AMIGNY-ROUY"
422;"Presse Récré";"58 rue des ecoles";;"02840";"ATHIES-SOUS-LAON"
423;"Tabac Le Marizelle";"50 rue de la republique";;"02300";"BICHANCOURT"
424;"Le Pogota";"2 place eugene malezieux";;"02110";"BOHAIN-EN-VERMANDOIS"
425;"Tabac";"6 rue porte de reims";;"02860";"BRUYERES-ET-MONTBERAULT"
426;"La Civette";"19 rue sadi carnot";;"02400";"CHATEAU-THIERRY"
427;"Le Longchamp";"73 bd gambetta";;"02300";"CHAUNY"
428;"La Taverne";"22 rue maurice clausse";;"02400";"CHIERRY"
429;"Tabac Au Cheval Blanc";"1 place labruyere";;"02350";"CHIVRES-EN-LAONNOIS"
430;"Tabac Le Guarana";"1 rue de l eglise";;"02000";"CHIVY-LES-ETOUVELLES"
431;"Cafe De La Mairie";"2. place auguste reberot";;"02600";"COEUVRES-ET-VALSERY"
432;"Bar Tabac Du Chemin Des Dames";"4 rue pierre curtil";;"02820";"CORBENY"
433;"Tabac Le Penalty";"2 route de sissonne";;"02840";"EPPES"
434;"Le Sainte Catherine";"7 rue des docteurs";;"02590";"ETREILLERS"
435;"Tabac Au Trotteur";"107 rue de eclaireur de nice";;"02510";"ETREUX"
436;"Tabac";"4 rue du bourget";;"02800";"FERE"
437;"Tabac";"69 rue andre brule";;"02520";"FLAVY-LE-MARTEL"
438;"Tabac";"4 chaussee de fontaine";;"02140";"FONTAINE-LES-VERVINS"
439;"Bar Tabac De La Place D'armes";"78 place d'armes";;"02120";"GUISE"
440;"Galcar Press Tabac";"7 rue de fere";;"02850";"JAULGONNE"
441;"Tabac Le Sportif";"5 rue du souvenir";;"02240";"MEZIERES-SUR-OISE"
442;"Tabac";"1 rue dardennes";;"02500";"MONDREPUIS"
443;"Tabac";"16 rue charles de gaulle";;"02110";"MONTBREHAIN"
444;"La Croix D'or";"81 avenue de paris";;"02310";"MONTREUIL-AUX-LIONS"
445;"Tabac Le Narval";"6 avenue de la republique";;"02300";"OGNES"
446;"Tabac Le Tambour";"7 rue de la manufacture";;"02410";"SAINT-GOBAIN"
447;"Tabac L'evasion";"56 rue emile zola";;"02100";"SAINT-QUENTIN"
448;"Le Rallye";"12 route nationale";;"02220";"SERMOISE"
449;"Le Tabakado";"22 rue du mal de lattre de tassigny";;"02150";"SISSONNE"
450;"Le Havanitos";"33 rue saint martin";;"02200";"SOISSONS"
451;"Le Gambetta";"6 boulevard gambetta";;"02700";"TERGNIER"
452;"Tabac";"2 place de l eglise";;"02120";"VADENCOURT"
453;"Tabac Le Relais Picard";"78 route de paris";;"02200";"VAUXBUIN"
454;"La Civette Bar";"7 place sadi carnot";;"02140";"VERVINS"
455;"Tabac La Croix D'or";"26 place du general de gaulle";;"02290";"VIC-SUR-AISNE"
456;"Welcome Bar";"12 route de st-quentin";;"02300";"VILLEQUIER-AUMONT"
457;"Le Balto";"24 rue du general mangin";;"02600";"VILLERS-COTTERETS"
458;"Tabac";"place de la mairie";;"02590";"VILLERS-SAINT-CHRISTOPHE"
459;"Le Seven";"1 place louis comien";;"02200";"VILLENEUVE-SAINT-GERMAIN"
460;"Maison De La Presse";"3 place rochechouart";;"02320";"ANIZY-LE-CHATEAU"
461;"Le Mermoz";"2 place de l eglise";;"02500";"AUBENTON"
462;"Le Jeanne D'arc";"16 place charles de gaulle";;"02110";"BEAUREVOIR"
463;"Tabac Cafe De L'hotel De Ville";"30 place charles de gaulle";;"02220";"BRAINE"
464;"Tabac";"1 rue marcel goergler";;"02360";"BRUNEHAMEL"
465;"Tabac";"138 avenue du general de gaulle";;"02260";"CAPELLE"
466;"Tabac";"63 rue emile morlot";;"02310";"CHARLY"
467;"Tabac";"41 rue principale";;"02000";"CHEVREGNY"
468;"Bar Du Centre";"24 grande rue";;"02570";"CHEZY-SUR-MARNE"
469;"Tabac Hotel Du Lion Noir";"12 rue des bordeaux";;"02210";"COINCY"
470;"Auberge De La Roue Fleurie";"8 rue de la fontaine terriere";;"02130";"COULONGES-COHAN"
471;"Tabac";"3 place des allies";;"02270";"CRECY-SUR-SERRE"
472;"Tabac Hotel De La Gare";"13 rue de paris";;"02650";"CREZANCY"
473;"Tabac";"51 grande rue";;"02310";"CROUTTES-SUR-MARNE"
474;"Tabac";"78 grande rue";;"02340";"DIZY-LE-GROS"
475;"Tabac Le Lutetia";"1 rue de flandres";;"02690";"ESSIGNY-LE-GRAND"
476;"Tabac Cafe De La Mairie";"2 rue de la liberation";;"02580";"ETREAUPONT"
477;"Le Vatin";"9 place vatin";;"02230";"FRESNOY-LE-GRAND"
478;"Tabac Le Cafe Du Commerce";"1 place aristide briand";;"02130";"FERE-EN-TARDENOIS"
479;"Tabac";"2 rue pierre curtil";;"02190";"GUIGNICOURT"
480;"Chez Doudouce";"3 place du parvis";;"02350";"LIESSE-NOTRE-DAME"
481;"Tabac Presse Loto";"10 place de l hotel de ville";;"02340";"MONTCORNET"
482;"L'esperance";"10 rue jean de la fontaine";;"02470";"NEUILLY-SAINT-FRONT"
483;"Le Saint Germain";"2 place du marche";;"02310";"NOGENT-L'ARTAUD"
484;"Tabac-hotel De La Plage";"73 avenue du docteur lemaire";;"02170";"NOUVION-EN-THIERACHE"
485;"La Civette";"5 rue de vervins";"La Civette";"02550";"ORIGNY-EN-THIERACHE"
486;"Le Longchamp";"18. rue potel";;"02210";"OULCHY-LE-CHATEAU"
487;"Tabac Cafe Central";"12 rue condorcet";;"02240";"RIBEMONT"
488;"Bar Tabac Du Concours";"9 rue de faucouzy";;"02120";"SAINS-RICHAUMONT"
489;"Le Cap Vert";"1 avenue de la gare";;"02820";"SAINT-ERME-OUTRE-ET-RAMECO"
490;"Tabac";"48 place rochefort";;"02830";"SAINT-MICHEL"
491;"La Petite Auberge";"39 rue des ltnts leconte et larmuzeaux";;"02640";"SAINT-SIMON"
492;"--";"26 place de l europe";;"02850";"TRELOU-SUR-MARNE"
493;"Tabac Maison De La Presse";"19 rue alexandre legry";;"02370";"VAILLY-SUR-AISNE"
494;"Tabac";"33 rue du moulin";;"02490";"VERMAND"
495;"Tabac Le Central";"15 place du docteur marechal";;"02630";"WASSIGNY"
496;"Tabac";"3 route de chauny";;"02430";"GAUCHY"
497;"Tabac";"104 rue pierre curtil";;"02000";"LAON"
498;"Tabac Hotel De La Gare";"13 avenue jean jaures";;"02370";"VAILLY-SUR-AISNE"
499;"Tabac Toute La Presse";"49 bd victor hugo";;"02200";"SOISSONS"
500;"Le Royal Club";"112 avenue jean jaures";;"02300";"CHAUNY"
501;"Tabac Le Rallye";"10 bd de strasbourg";;"02200";"SOISSONS"
502;"Tabac Lamartine";"8 place lamartine";;"02200";"SOISSONS"
503;"L'arlequin";"72 avenue robert schuman";;"02100";"SAINT-QUENTIN"
504;"Tabac Le Soleil Levant";"192 bd gambetta";;"02700";"TERGNIER"
505;"Le Saint Claude";"26 rue jean moulin";;"02200";"SOISSONS"
506;"Civette De La Residence";"2 rue du colonel driant";;"02300";"CHAUNY"
507;"Tabac Centre Commercial Les Vaucrises";"3 rue otmus";;"02400";"CHATEAU-THIERRY"
508;"Tabac Le Gallia";"19 bd de presles";;"02200";"SOISSONS"
509;"Tabac";"5 route d athies";;"02000";"LAON"
510;"Le Royal";"1 rue du reseau verite francaise";;"02200";"SOISSONS"
511;"Tabac";"1 rue roche";;"02290";"BERNY-RIVIERE"
512;"Tabac Au Bordelais";"34 rue du colonel chepy";;"02270";"COUVRON-ET-AUMENCOURT"
513;"Tabac La Tabatiere";"2 avenue pierre choquard";;"02100";"SAINT-QUENTIN"
514;"Centre Commercial De La Moiserie";"route d'etrepilly";;"02400";"CHATEAU-THIERRY"
515;"Tabac Rendez-vous Des Sportifs";"1 place du 8 mai 1945";;"02120";"LESQUIELLES-SAINT-GERMAIN"
516;"Tabac";"2 avenue frederic viefville";;"02270";"CHEVRESIS-MONCEAU"
517;"Cafe Du Centre";"10 rue du chateau";;"02420";"BELLENGLISE"
518;"Tabac";"30 avenue du general de gaulle t";;"02250";"MARLE"
519;"Bar De L'esplanade";"espaca charles de gaulle";;"02760";"HOLNON"
520;"Tabac";"5 rue du presbytere";;"02220";"CIRY-SALSOGNE"
521;"Le Thiolet";"8 place du thiolet";;"02240";"ITANCOURT"
522;"Tabac Le Game Arium";"7 rue de soissons";;"02200";"ACY"
523;"Tabac  Le Villiers";"79 grande rue";;"02310";"VILLIERS-SAINT-DENIS"
524;"Cafe De La Mairie";"15 place de la mairie";;"02400";"BRASLES"
525;"Bar Du Commerce";"15 place du faubourg";;"03360";"AINAY-LE-CHATEAU"
526;"Tabac";"rue de la gare";;"03640";"ARFEUILLES"
527;"Bar Tabac Presse";"portes d'avermes";;"03000";"AVERMES"
528;"Tabac";"2 place de bellevue";;"03500";"BAYET"
529;"--";"16 place de l eglise";"La Rotonde";"03700";"BELLERIVE-SUR-ALLIER"
530;"Tabac L'arlequin";"6 place de la paix";;"03700";"BELLERIVE-SUR-ALLIER"
531;"Tabac";"route des gillettes";;"03170";"BEZENET"
532;"Epicerie Tabac";"le bourg";;"03130";"BOUCHAUD"
533;"Tabac Presse";"19 rue achille allier";;"03160";"BOURBON-L'ARCHAMBAULT"
534;"Tabac";"12 rue achille allier";;"03160";"BOURBON-L'ARCHAMBAULT"
535;"Tabac";"le bourg";;"03120";"BREUIL"
536;"--";"20 rue de l'europe /bois randenais";"A L'oree Du Bois";"03700";"BRUGHEAS"
537;"--";"le bourg";"Auberge Les Campanules";"03250";"CHABANNE"
538;"Tabac";"la renaissance snc";;"03170";"CHAMBLET"
539;"Epicerie Tabac Jeux";"35 rue de l'horloge";;"03140";"CHANTELLE"
540;"Tabac";"le bourg";;"03340";"CHAPEAU"
541;"Bar Tabac L'arcane";"rue andre mandard";;"03250";"CHATEL-MONTAGNE"
542;"Bar Tabac";"null";;"03110";"COGNAT-LYONNE"
543;"Le Chiquito";"3 rue emile male";;"03600";"COMMENTRY"
544;"Le Brazza";"73 rue jean jaures";;"03600";"COMMENTRY"
545;"Bar Tabac Le Flash";"21 place du 14 juillet";;"03600";"COMMENTRY"
546;"Bar Tabac Le Forgeron";"23 rue christophe thivrier";;"03600";"COMMENTRY"
547;"Le Bergerac";"25 rue christophe thivrier";;"03600";"COMMENTRY"
548;"Tabac Le Relais De La Sioule";"15 place de la mairie";;"03500";"CONTIGNY"
549;"Tabac Panier Sympa";"rue max dormoy";;"03320";"COULEUVRE"
550;"Le Lion D'or";"1 rue des dames";;"03240";"CRESSANGES"
551;"Bar ";"9 cours lafayette";;"03300";"CUSSET"
552;"Tabac Le Balto";"4 rue de la constitution";;"03300";"CUSSET"
553;"Tabac Presse De L'eglise";"6 place victor hugo";;"03300";"CUSSET"
554;"Le Chiquito";"3 rue du 29 juillet";;"03300";"CUSSET"
555;"Tabac";"11 avenue gilbert roux";;"03300";"CUSSET"
556;"Le Pass Yo";"138 avenue de vichy";;"03300";"CUSSET"
557;"Tabac Le Marmignolle";"78 rue stalingrad";;"03630";"DESERTINES"
558;"Tabac Le Cafe Creme";"48 rue de la republique";;"03630";"DESERTINES"
559;"Tabac Restaurant";"28 rue jc varennes";;"03240";"DEUX-CHAISES"
560;"Restaurant Martins";"1 rue pasteur";;"03410";"DOMERAT"
561;"Tabac Presse";"207 grande rue";;"03290";"DOMPIERRE-SUR-BESBRE"
562;"Le Retro";"2 place du lampier";;"03190";"ESTIVAREILLES"
563;"L'occitan";"8 place hennequin";;"03800";"GANNAT"
564;"Tabac";"2 cours de la republique";;"03800";"GANNAT"
565;"Tabac";"14 avenue de la republique";;"03800";"GANNAT"
566;"""chez Clement""";"29 cours de la republique";;"03800";"GANNAT"
567;"Tabac";"22 rue gambetta";;"03190";"HERISSON"
568;"Tabac";"place de la poste";;"03330";"LOUROUX-DE-BOUBLE"
569;"Tabac";"2 rue du docteur vinatier";;"03320";"LURCY-LEVIS"
570;"Tabac Presse Devaux";"1 rue du commerce";;"03230";"LUSIGNY"
571;"Le Saint Roch";"le bourg";;"03600";"MALICORNE"
572;"--";"1 bis place de l'eglise";"La Petite Marmite";"03800";"MAYET-D'ECOLE"
573;"Cafe De La Place";"50 grande rue";;"03130";"MOLINET"
574;"Tabac";;;"03130";"MONTAIGUET-EN-FOREZ"
575;"--";"rue de l industrie";"Auberge Du Panier Fleuri";"03340";"MONTBEUGNY"
576;"Tabac";"51 rue pasquis";;"03100";"MONTLUCON"
577;"--";"58 avenue jules guesde";"Havana Cafe";"03100";"MONTLUCON"
578;"Le Brazza";"40 avenue marx dormoy";;"03100";"MONTLUCON"
579;"Tabac";"10 rue des forges";;"03100";"MONTLUCON"
580;"Tabac Le Marigny";"12 avenue de la republique";;"03100";"MONTLUCON"
581;"Le Calumet";"1 place jean jaures";;"03100";"MONTLUCON"
582;"Le Monte Cristo";"116 avenue de la republique";;"03100";"MONTLUCON"
583;"Bar Tabac La Pergola";"17 rue paul constans";;"03100";"MONTLUCON"
584;"Le Capitole";"105 avenue du général de gaulle";;"03100";"MONTLUCON"
585;"L'auriol";"125 avenue du president auriol";;"03100";"MONTLUCON"
586;"Tabac Presse St Pierre De Jade";"44 fbg saint pierre";;"03100";"MONTLUCON"
587;"Le Fly";"60 rue de blanzat";;"03100";"MONTLUCON"
588;"Tabac";"24 rue albert thomas";;"03100";"MONTLUCON"
589;"Le Miscailloux";"1 rue miscailloux";;"03100";"MONTLUCON"
590;"Tabac";"58 avenue j kennedy ";;"03100";"MONTLUCON"
591;"Tabac";"112 avenue j.f. kennedy";;"03100";"MONTLUCON"
592;"Cafe Du Champ De Foire";"32 bd tourret";;"03390";"MONTMARAULT"
593;"Tabac";"29 place d allier";;"03000";"MOULINS"
594;"Tabac Presse De La Madelaine";"18 avenue de la liberation";;"03000";"MOULINS"
595;"Tabac Presse Puissauve";"31 rue de lyon";;"03000";"MOULINS"
596;"Tabac";"72 rue du pont ginguet";;"03000";"MOULINS"
597;"Cine Phil Tabac Presse";"27 place jean moulin";;"03000";"MOULINS"
598;"Bar Tabac Presse ""le Fontenoy""";"6 plce de cortet";;"03000";"MOULINS"
599;"Le Havane";"36 place d allier";;"03000";"MOULINS"
600;"Le Celtic";"107 rue de bourgogne";;"03000";"MOULINS"
601;"Tabac";"80 rue regemortes";;"03000";"MOULINS"
602;"Tabac";"26 rue des garceaux";;"03000";"MOULINS"
603;"Le Moulin A Cafe";"1 rue du cerf volant";;"03000";"MOULINS"
604;"Tabac";"gare";;"03000";"MOULINS"
605;"Le Galopin";"16 rue de pont";;"03000";"MOULINS"
606;"Tabac";"7 rue francois peron";;"03000";"MOULINS"
607;"--";"23 rue brechimbault";"La Licorne";"03000";"MOULINS"
608;"Tabac Presse";"109 a route de lyon ";;"03000";"MOULINS"
609;"Tabac";"11 place du marche";;"03210";"NOYANT-D'ALLIER"
610;"Tabac";"1 place des tilleuils";;"03150";"RONGERES"
611;"Tabac";"le bourg";;"03420";"SAINT-FARGEOL"
612;"--";"68 rue pierre semard";"La Civette";"03260";"SAINT-GERMAIN-DES-FOSSES"
613;"Tabac";;;"03440";"SAINT-HILAIRE"
614;"Tabac Le Marigny";"13 - 15 faubourg paluet";;"03500";"SAINT-POURCAIN-SUR-SIOULE"
615;"Au Beffroi Tabac Presse";"14 place du marechal foch";;"03500";"SAINT-POURCAIN-SUR-SIOULE"
616;"Le Bergerac";"83 bd ledru rollin";;"03500";"SAINT-POURCAIN-SUR-SIOULE"
617;"Tabac";"1 route de jaligny";;"03220";"SAINT-VOIR"
618;"Bar De La Gare";"1 rue gambetta";;"03270";"SAINT-YORRE"
619;"Tabac";;;"03260";"SEUILLET"
620;"Tabac";"2 route de moulins";;"03120";"SOUVIGNY"
621;"Bar Tabac Le Maxpau";"50 grande rue";;"03410";"TEILLET-ARGENTY"
622;"Tabac";"le bourg";;"03420";"TERJAT"
623;"Tabac";;;"03400";"TOULON-SUR-ALLIER"
624;"--";"route nationale";"Coiffure Tabac";"03240";"TRONGET"
625;"Le Relais De La Foret";"le bourg";;"03360";"VALIGNY"
626;"Tabac Peche Cadeaux";"21 place hotel de ville";;"03150";"VARENNES-SUR-ALLIER"
627;"Tabac Snc Caribou";"98 avenue de chazeuil";"Zone Commerciale";"03150";"VARENNES-SUR-ALLIER"
628;"Tabac Le Petit Vendatois";"10 rue capitaine selvez";;"03110";"VENDAT"
629;"Bar Tabac";"18 rue de bourbon";;"03320";"VEURDRE"
630;"Tabac";"21 rue mal lyautey";;"03200";"VICHY"
631;"Cafe De Reims";"161 rue jean jaures";;"03200";"VICHY"
632;"Tabac";"23 rue d alsace";;"03200";"VICHY"
633;"Le Grand Cafe Des Arts";"1 bd de russie";;"03200";"VICHY"
634;"Le Khedive";"36 rue g clemenceau";;"03200";"VICHY"
635;"Tabac";"34 avenue victoria";;"03200";"VICHY"
636;"Le Latino";"3 place de la victoire";;"03200";"VICHY"
637;"Tabac";"52 bd gambetta";;"03200";"VICHY"
638;"Le Celestin";"69 avenue des celestins";;"03200";"VICHY"
639;"Le Callou Bar Tabac";"18 rue callou";;"03200";"VICHY"
640;"L'absinthe";"49 bd deniere";;"03200";"VICHY"
641;"Tabac";"gare";;"03200";"VICHY"
642;"Le Balto";"98 rue jean jaures";;"03200";"VICHY"
643;"Bar Des Romains";"11 bd des romains";;"03200";"VICHY"
644;"Bar Tabac Les Bataillots";"11 rue de la republique";;"03400";"YZEURE"
645;"Bar Tabac Hotel";"la chabanne";;"03310";"LAVAULT-SAINTE-ANNE"
646;"Tabac";"gare";;"03100";"MONTLUCON"
647;"--";"1 avenue de vichy";"La Sauterelle";"03200";"ABREST"
648;"Tabac Presse Loto";"4 rue de la paix";;"03230";"BEAULON"
649;"Bar Tabac Loto Europa";"3 grande rue";;"03330";"BELLENAVES"
650;"Bar Tabac Loto Le Madison";"23 rue jean jaures";;"03700";"BELLERIVE-SUR-ALLIER"
651;"Bar Tabac";"rue charles louis philippe";;"03340";"BESSAY-SUR-ALLIER"
652;"L'aubergiste Gourmand";"1 avenue des accacias";;"03210";"BESSON"
653;"Le Niagara";"139 place jean jaurès";;"03170";"BEZENET"
654;"--";"2 route de moulins";"""vival"" Laurent Dardelet";"03260";"BILLY"
655;"Le Voltigeur";"46 grande rue";;"03800";"BIOZAT"
656;"Bar Tabac Le Un Douze";"1 grande rue";;"03110";"BROUT-VERNET"
657;"Chez Patou";"11 place de l'eglise";;"03440";"BUXIERES-LES-MINES"
658;"Tabac Presse Loto";"19 rue marx dormoy";;"03350";"CERILLY"
659;"Tabac";"46 rue george sand";;"03380";"CHAPELAUDE"
660;"Tabac Presse Loto";"2 rue de moulins";;"03500";"CHATEL-DE-NEUVRE"
661;"Tabac";"189 route du saint pierre dore";;"03210";"CHEMILLY"
662;"Tabac";"route nationale";;"03230";"CHEVAGNES"
663;"--";"51 rue de la republique";"Grand Cafe Du Commerce";"03430";"COSNE-D'ALLIER"
664;"Tabac ""le Daru""";"38 avenue du 4 septembre";;"03630";"DESERTINES"
665;"Tabac";"1 rue marx dormoy";;"03410";"DOMERAT"
666;"A La Presse";"102 rue nationale";;"03290";"DOMPIERRE-SUR-BESBRE"
667;"Tabac L'arche De Pierre";"5 place de la republique";;"03130";"DONJON"
668;"Tabac";"28 rue gambetta";;"03170";"DOYET"
669;"Le Durdat Bar Tabac Presse";"le bourg";;"03310";"DURDAT-LAREQUILLE"
670;"Tabac";"12 rue des fosses";;"03450";"EBREUIL"
671;"Tabac";;;"03160";"FRANCHESSE"
672;"Tabac";"place de l eglise";;"03270";"HAUTERIVE"
673;"Tabac";"18 grande rue";;"03380";"HURIEL"
674;"Tabac";"7 place de la republique";;"03220";"JALIGNY-SUR-BESBRE"
675;"Tabac";"place de la poste";;"03800";"JENZAT"
676;"Tabac";"le bourg";;"03250";"LAPRUGNE"
677;"Tabac";;;"03130";"LENAX"
678;"Tabac Presse Cadeaux";"7 rue du capitaine lafond";;"03320";"LURCY-LEVIS"
679;"Le Magnet's";"5 place de la gare";;"03260";"MAGNET"
680;"Tabac";"place du marche";;"03420";"MARCILLAT-EN-COMBRAILLE"
681;"Tabac";"39 rue francisque drifford";;"03250";"MAYET-DE-MONTAGNE"
682;"Tabac";;;"03420";"MAZIRAT"
683;"Le Cheval Blanc";"14 route de paris";;"03360";"MEAULNE"
684;"Tabac";"36 rue du bourg";;"03300";"MOLLES"
685;"Bar Tabac";"rue des hommes des maisons neuves";;"03500";"MONETAY-SUR-ALLIER"
686;"Tabac";"22 gde rue";;"03240";"MONTET"
687;"Archipel Tabac-presse";"2 place robert ferrandon";;"03390";"MONTMARAULT"
688;"Le Bugatty";"18 rue du commandant goetchy";;"03310";"NERIS-LES-BAINS"
689;"Le Rallye";"14 grande rue";;"03340";"NEUILLY-LE-REAL"
690;"Epicerie Du Paradis";"espace commercial le paradis";;"03470";"PIERREFITTE-SUR-LOIRE"
691;"Tabac";;;"03380";"QUINSSAINES"
692;"Tabac";"8 rue du tilleul";;"03500";"SAULCET"
693;"Presse Librairie Cadeaux";"tabac";;"03360";"SAINT-BONNET-TRONCAIS"
694;"Bar Tabac L'olivier";"3 rue de la couronne";;"03150";"SAINT-GERAND-LE-PUY"
695;"--";"4 rue de liberte";"Ma Campagne";"03220";"SAINT-LEON"
696;"Tabac Journeaux";"10 place de l'eglise";;"03210";"SAINT-MENOUX"
697;"Bar Tabac";"le bourg";;"03370";"SAINT-PALAIS"
698;"Tabac";"le bourg";;"03110";"SAINT-REMY-EN-ROLLAT"
699;"Tabac";"1 place du marche";;"03380";"TREIGNAT"
700;"--";"14 rue du commerce";;"03220";"TRETEAU"
701;"Tabac";;;"03220";"TREZELLES"
702;"Tabac";"19 rue paul constans";;"03190";"VALLON-EN-SULLY"
703;"Tabac Carburant";"19 avenue louis pasteur";;"03430";"VILLEFRANCHE-D'ALLIER"
704;"--";"1 rue de la burge";"La Civette";"03160";"BOURBON-L'ARCHAMBAULT"
705;"Le Betty Boop";"28 route de st pourcain";;"03110";"CHARMEIL"
706;"Le Vincenne Tabac Presse";"46 rue jean jaures";;"03600";"COMMENTRY"
